Sentences,Sentiment
" Ngoài ra về giá, HSB đang chốt kịch trần, APS, VDS, SBS, ABW, EVS, FTS, BMS và khoảng chục mã khác đang tăng từ 3% tới 7%. VUA là cổ phiếu duy nhất giảm giá trong nhóm chứng khoán.VN-Index chốt phiên sáng đang giảm 0,11% tương ứng mất 1,38 điểm với độ rộng khá hẹp 173 mã tăng/266 mã giảm. Ảnh hưởng lớn nhất là do sự sụt giảm sâu của VIC -2,65% và VHM -1,75%",-1
" Đây là các động thái hỗ trợ doanh nghiệp từ phía Ngân hàng Nhà nước trong bối cảnh kinh tế còn nhiều khó khăn.Với những tín hiệu vĩ mô tích cực hơn cũng như chính sách điều hành từ phía Chính phủ, Yuanta kỳ vọng tình hình tăng trưởng quý 2 sẽ có nhiều điểm tích cực hơn quý 1. Trong đó, kỳ vọng đầu tư công là động lực dẫn dắt chính cho tăng trưởng kinh tế trong nước khi Chính phủ đã ban hành Chỉ thị 08 cũng như thành lập 5 tổ công tác để kiểm tra, đôn đốc, tháo gỡ khó khăn, đẩy nhanh giải ngân vốn đầu tư công.Ngoài ra, lĩnh vực dịch vụ du lịch cũng sẽ là động lực hỗ trợ cho tăng trưởng khi lượng khách du lịch quốc tế vẫn đang hồi phục tốt, du lịch trong nước cũng thuận lợi hơn khi kỳ nghỉ lễ 30/4-1/5 năm nay kéo dài và kỳ nghỉ hè sắp tới sẽ thúc đẩy tăng trưởng tổng mức bán lẻ trong quý 2.Chỉ số VN-Index đóng cửa ở mức 1,049.12 điểm (-1.5% MoM)",0
" Xét cho cùng, đồng tiền mất giá chính là một dạng của nới lỏng tiền tệ”",0
"Dữ liệu về số đơn xin trợ cấp thất nghiệp lần đầu “củng cố kỳ vọng rằng các đợt tăng lãi suất của Fed đang bắt đầu làm suy yếu thị trường lao động và cả nền kinh tế. Khả năng cao là việc tăng lãi suất sẽ gây ra suy thoái, thậm chí là suy thoái sâu. Đó là điều mà hầu hết mọi người đều muốn tin vào lúc này”, Giám đốc đầu tư Chris Zaccarelly của Independent Advisor Alliance nhận định.Giá dầu thô Brent giao sau tại London giảm 0,13 USD/thùng, tương đương giảm 0,2%, chốt ở 84,86 USD/thùng",-1
" Trung tuần tháng 6, Ngoại trưởng Mỹ Anthony Blinken đã thăm Trung Quốc.MỤC ĐÍCH CỦA CHUYẾN THĂMTại Bắc Kinh, bà Yellen sẽ gặp các quan chức cấp cao của Chính phủ Trung Quốc để thảo luận về tầm quan trọng của việc quản lý mối quan hệ Mỹ-Trung một cách có trách nhiệm, giữ liên lạc trực tiếp về các lĩnh vực quan tâm, và cùng nhau giải quyết các thách thức toàn cầu - Bộ Tài chính Mỹ cho biết trong một tuyên bố.Một quan chức cấp cao của Bộ Tài chính từ chối cho biết bà Yellen sẽ gặp các quan chức nào Bắc Kinh, nhưng nói rằng bà dự kiến sẽ không có cuộc gặp nào với Chủ tịch Trung Quốc Tập Cận Bình",0
"So với giá vàng thế giới quy đổi, giá vàng miếng SJC bán lẻ hiện đang cao hơn khoảng 12 triệu đồng/lượng. Gần đây, chênh lệch giá vàng trong nước-thế giới rút ngắn do giá vàng thế giới có những phiên tăng mạnh nhưng giá vàng miếng trong nước gần như không tăng.Vietcombank sáng nay báo giá USD ở mức 23.420 đồng (mua vào) và 23.760 đồng (bán ra), giảm 20 đồng so với sáng hôm qua",-1
"Theo Hội đồng xét xử, từ ngày 8/1/2021 – 6/10/2021, Đỗ Thành Nhân bàn bạc, thống nhất, câu kết với Đỗ Đức Nam sử dụng nhóm tài khoản chứng khoán đứng tên nhân viên, người thân và dùng tiền của Công ty Quản lý tài sản Trí Việt cho vay dưới hình thức hợp tác đầu tư để mua khối lượng lớn mã BII, TGG",-1
" Tại cuộc họp, Ngân hàng Nhà nước thông báo các NHTM quốc doanh thống nhất gói tín dụng ưu đãi 120 nghìn tỷ đồng cho các dự án nhà ở xã hội, nhà ở công nhân",0
" Trong bối cảnh thị trường cổ phiếu, trái phiếu, và bất động sản vẫn tồn tại những rủi ro nhất định thì tiền gửi ngân hàng vẫn sẽ là lựa chọn ưa tiên cho những nhà đầu tư có khẩu vị rủi ro thấp và có nhu cầu thường xuyên/ngắn hạn về dòng tiền.Về mặt định giá, thị trường chứng khoán Việt Nam kém hấp dẫn hơn do lợi nhuận thị trường suy giảm",-1
"Phát biểu ngày thứ Sáu, Thống đốc Fed Michelle Bowman nói rằng Fed có thể sẽ phải tăng lãi suất thêm nếu lạm phát còn cao. Bà Bowman nói các số liệu kinh tế công bố trong tháng này khiến bà chưa cảm thấy tin tưởng rằng áp lực giá cả đang giảm xuống",-1
"Trên biểu đồ, VN-Index đã tăng lên vùng 1.157 nhưng lùi nhẹ với KLGD không có đột biến",0
" Tùy thuộc vào khoảng cách và loại hình vận chuyển, giá đá giao đến công trường có thể cao gấp đôi giá đá tại mỏ. Do đó, những mỏ đá nằm gần các công trình xây dựng (giao thông, khucông nghiệp, dân cư) hoặc gần sông (thuận tiện vận chuyển đường thủy – có chi phí thấp hơn vận chuyển đường bộ) sẽ được ưu tiên huy động nhờ lợi thế về giá bán và thời gian vận chuyển",0
" Giao dịch thỏa thuận vẫn kém tích cực, nhưng đáng chú ý có giao dịch sang tay 5,6 triệu cổ phiếu HPG (tương đương gần 146 tỷ đồng) giữa các cá nhân.Thép là ngành có thanh khoản cải thiện mạnh trong phiên hôm nay, chỉ số dòng tiền tích lũy FMI đang hướng về vùng đáy 1 năm.Ba cổ phiếu đầu ngành Thép là HPG, HSG và NKG có dấu hiệu mua chủ động trong phiên chiều, hỗ trợ giá đảo chiều tăng",0
" Đơn vị: USD/oz.Một số nhà đầu tư đã bán vàng chốt lời sau khi báo cáo lạm phát được công bố. Tuy nhiên, quỹ giao dịch hoán đổi (ETF) vàng lớn nhất thế giới SPDR Gold Trust mua ròng gần 4 tấn vàng trong phiên này, nâng khối lượng nắm giữ lên 939 tấn vàng. Trong 5 phiên trở lại đây, quỹ mua ròng 12,6 tấn vàng",-1
Công ty hàng tiêu dùng Colgate-Palmolive nói: “Chúng tôi chưa nhận thấy sự phục hồi ở mảng kinh doanh bán lẻ phục vụ du lịch”,-1
" Biến đổi khí hậu, thời tiết cực đoan diễn biến phức tạp, hiện tượng El Nino gây nắng nóng kỷ lục tại nhiều nơi và gia tăng nguy cơ mất an ninh lương thực của nhiều quốc gia.Ở trong nước, nền kinh tế chịu ""tác động kép"" từ các yếu tố bất lợi bên ngoài nhất là thị trường xuất nhập khẩu, chuỗi cung ứng, đầu tư, tiền tệ, tài chính… và các hạn chế, tồn tại kéo dài nhiều năm bộc lộ rõ hơn trong khó khăn. Trong khi đó, nước ta là nước đang phát triển, là nền kinh tế đang chuyển đổi, có độ mở cao, quy mô còn khiêm tốn, khả năng thích ứng, sức chống chịu có hạn, nên một biến động nhỏ bên ngoài có thể gây tác động, ảnh hưởng lớn đến bên trong.Trong bối cảnh đó, dưới sự lãnh đạo của Trung ương Đảng mà trực tiếp, thường xuyên là Bộ Chính trị, Ban Bí thư, đứng đầu là đồng chí Tổng Bí thư Nguyễn Phú Trọng, Chính phủ cùng các cấp, các ngành, các địa phương đã nỗ lực vượt bậc, tập trung hoàn thiện thể chế, cơ chế chính sách; vừa triển khai quyết liệt, đồng bộ, có trọng tâm, trọng điểm các nhiệm vụ, giải pháp đề ra",-1
" Đáng chú ý, khối lượng trái phiếu phát hành kể từ ngày 6/3 khi Nghị định 08 có hiệu lực lên đến 23.825 tỷ đồng, tương đương 96% khối lượng. Lãi suất, kỳ hạn phát hành bình quân là 7,75%/năm và 2,37 năm.Trong đó, 98,2% khối lượng phát hành thuộc lĩnh vực bất động sản, khách hàng chủ yếu là nhà đầu tư tổ chức chiếm 99,99%, trong đó các ngân hàng chiếm 77%",0
"Xét về các ngành, BSC lấy diễn biến 3 lần SBV công bố hạ lãi suất điều hành gần đây nhất, là ngày 30/09/2020, 14/03/2023 và 31/03/2023, trong đó ngày 31/03/2023 SBV công bố hạ lãi suất tái cấp vốn 0,5%, ngày 14/03/2023 SBV công bố hạ lãi suất tái chiết khấu 1%, ngày 30/09/2023 SBV đồng loạt hạ cả lãi suất tái chiết khấu và lãi suất tái cấp vốn 0,5%.Nhìn chung, hầu hết các ngành đều có phản ứng tích cực trong ngắn hạn và trung hạn đối với tin tức này. Trong đó, Dịch vụ Tài chính và Viễn thông là hai nhóm có tăng trưởng tích cực nhất sau một tháng Ngân hàng Nhà nước hạ lãi suất điều hành",0
Xu hướng tăng điểm ngắn hạn về mặt điểm số tạm thời bị phá vỡ,0
" Samsung nói sự sụt giảm lợi nhuận này là kết quả của môi trường kinh doanh xấu đi đối với các sản phẩm con chip và điện tử tiêu dùng.Báo cáo của Samsung cũng nói giá con chip đã giảm mạnh do nhu cầu suy yếu và khách hàng giảm lượng tồn kho trong bối cảnh “bấp bênh gia tăng” trong nền kinh tế toàn cầu - tình trạng mà Samsung dự báo sẽ tiếp diễn trong quý 1.Cùng ngày 1/2, một hãng chip lớn khác của Hàn Quốc là SK Hynix báo lỗ 1,4 tỷ USD trong quý 4/2022, quý lỗ đầu tiên của hãng từ năm 2012.",0
"Trên thị trường, HNX đã thông báo duy trì diện hạn chế giao dịch theo Quyết định số 512/QĐ-SGDHN ngày 22/5/2023 do tổ chức đăng ký giao dịch chậm nộp báo cáo tài chính năm 2022 đã được kiểm toán quá 45 ngày kể từ ngày kết thúc thời hạn phải công bố thông tin theo quy định;- Là công ty bị hủy bỏ niêm yết bất buộc theo quy định tại điểm i khoản 1 Điều 120 Nghị định số 155/2020/NĐ-CP ngày 31/12/2020 của Chính phủ quy định chi tiết thi hành một số điều của Luật Chứng khoán;- Không họp Đại hội đồng cổ đông thường niên 02 năm tài chính gần nhất trong thời hạn tối đa kể từ thời điểm kết thúc năm tài chính theo quy định tại khoản 2 Điều 139 Luật Doanh nghiệp;- Thuộc trường hợp chứng khoán bị hạn chế giao dịch theo quy định tại điểm b, e, h khoản 1 Điều 34 Quy chế Đăng ký và Quản lý giao dịch chứng khoán chưa niêm yết ban hành kèm theo Quyết định số 34/QĐ-HĐTV ngày 16/11/2022 của Hội đồng thành viên Sở GDCK Việt Nam",0
"Giá vàng thế giới giảm nhẹ trong phiên ngày thứ Sáu tại Mỹ, nhưng hoàn tất tuần tăng mạnh nhất trong vòng 5 tuần trở lại đây. Giá vàng miếng trong nước sáng nay (10/6) tăng hoặc giảm nhẹ tuỳ nơi, tiếp tục xu hướng lình xình ở vùng 67 triệu đồng/lượng.Lúc hơn 9h, Tập đoàn Phú Quý niêm yết giá vàng miếng SJC tại thị trường Hà Nội ở mức 66,45 triệu đồng/lượng (mua vào) và 67,05 triệu đồng/lượng (bán ra), giảm 50.000 đồng/lượng ở mỗi đầu giá so với sáng hôm qua.Nhẫn tròn trơn 999,9 hiệu Phú Quý có giá tương ứng là 55,6 triệu đồng/lượng và 56,5 triệu đồng/lượng, giảm 50.000 đồng/lượng ở mỗi đầu giá",1
" Kỳ hạn trái phiếu là 60 tháng. Về lãi suất, các trái phiếu có lãi suất thả nổi bằng tổng của 4,1%/năm và lãi suất tham chiếu",0
" Nếu phần nhiều là “tiền thịt” thì không đáng ngại lắm, nhưng nếu có phần margin, sức ép sẽ tiếp tục tăng khi giá điều chỉnh thêm",-1
"Trên cơ sở nghiên cứu kinh nghiệm quốc tế và kế thừa kinh nghiệm thực tế xây dựng hệ thống giao dịch cổ phiếu, trái phiếu chính phủ và phái sinh tại HNX, các hệ thống luôn khẳng định được sự an toàn và tính ổn định trong vận hành, HNX đã nhanh chóng nghiên cứu, xây dựng hệ thống giao dịch trái phiếu doanh nghiệp riêng lẻ.Chúng tôi phối hợp với các đơn vị liên quan xây dựng yêu cầu bài toán, xây dựng các chức năng hệ thống với 2 giai đoạn phù hợp với thực tiễn; đồng thời, kiểm thử hệ thống với nhiều giai đoạn, đảm bảo các tính năng hệ thống vận hành chính xác và đồng bộ",0
" Vào cuối quý 1/2023, các khoản phải thu dài hạn khác của DIG là 1,4 nghìn tỷ đồng so với 2,4 nghìn tỷ đồng vào cuối năm 2022. Sau đợt mua lại trái phiếu này, tổng giá trị trái phiếu đang lưu hành của DIG là 900 tỷ đồng, sẽ đáo hạn vào tháng 9 và tháng 11/2024. Tính đến cuối quý 1/2023, nợ vay ròng/vốn chủ sở hữu của DIG đã cải thiện lên 30,3% so với 43,9% tại cuối năm 2022.Theo báo cáo thường niên năm 2022 của DIG, ban lãnh đạo đặt mục tiêu doanh thu và LNTT cao lần lượt là 4 nghìn tỷ đồng (+98% YoY) và 1,4 nghìn tỷ đồng (+7 lần YoY) vào năm 2023. Các kế hoạch này cao hơn lần lượt là 2,0 lần và 5,7 lần so với dự báo doanh thu và LNTT cả năm 2023 tương ứng của VCSC",1
"“Nhiều phụ nữ không muốn kết hôn vì công việc nhà và việc chăm sóc con cái đổ lên đầu họ”, Awen cho biết. “Vì vậy, nếu phụ nữ cảm thấy cần phải làm việc nhà, kiếm tiền và làm mọi thứ một mình, thì tại sao không ở một mình?”.Tuy vậy, bố mẹ Awen không ủng hộ điều này.“Bố mẹ tôi muốn duy trì huyết thống, nhự vậy tức là phải có nhiều con cháu”, cô gái 31 tuổi chia sẻ",0
"Lumen Vietnam Fund cho rằng do sự điều chỉnh mạnh và bất thường trong năm 2022, thị trường đã phản ánh hầu hết các rủi ro, một số cổ phiếu nhóm bất động sản giảm xuống mức thấp nhất kể từ ngày niêm yết.Kể từ ngày 16/ 3, Tài chính, Bất động sản và Công nghiệp là ba lĩnh vực có phân bổ cao nhất trong danh mục đầu tư của LVF. Đối với lĩnh vực tài chính, quỹ ưu tiên các ngân hàng có tình hình tài chính lành mạnh và ít tham gia thị trường trái phiếu doanh nghiệp. Với rủi ro nợ xấu thấp, những ngân hàng này sẽ tiếp tục tăng trưởng tốt cùng với sự hồi phục của nền kinh tế trong nước kinh tế",0
" Chốt ngày 14/4, tỷ giá trung tâm được niêm yết ở mức 23.588 VND/USD, giảm 15 đồng so với phiên cuối tuần trước đó",-1
" Các giải pháp hỗ trợ nhiều khả năng sẽ được công bố trong nghị quyết ban hành sau cuộc họp. Tôi không cho rằng sẽ có giải pháp nào có thể giải quyết vấn đề một cách chóng vánh, tuy nhiên vẫn có thể có các giải pháp thiết thực dần hỗ trợ tháo gỡ khó khăn cho doanh nghiệp bất động sản.Về tổng thể, với tình hình diễn biến ảm đạm của thị trường bất động sản như hiện nay, tôi cho rằng kết quả kinh doanh quý 1 của các doanh nghiệp trong ngành vẫn theo chiều hướng tiêu cực như đã thể hiện ở quý 4 năm ngoái",1
" Ông Lê Viết Hải - Chủ tịch Hội đồng quản trị HBC cho biết có hai nguyên nhân khiến công ty chưa hoàn thiện báo cáo tài chính theo đúng hạn.Một là, công tác quản trị nội bộ phát sinh một số vấn đề",-1
"VN-Index đóng cửa tháng 8/2023 ở mức 1.224,05 điểm, tăng nhẹ +1,15 điểm tương đương +0,09% so với tháng trước sau khi có điều chỉnh sâu trong tuần giữa tháng vừa qua.Giá trị giao dịch bình quân hàng ngày trên 3 sàn tăng mạnh lên 23.471 tỷ đồng, cao hơn 23% so với tháng trước nhưng tăng mạnh (+82%) so với mức bình quân tính từ đầu năm. Giá trị giao dịch bình quân này hiện chỉ thấp hơn 15% so với thanh khoản giai đoạn VN-Index lập đỉnh.Hầu hết các nhóm ngành có giá tăng với dòng tiền cải thiện, dẫn đầu là Công nghệ Thông tin, Dịch vụ Tài chính, Ô tô và Phụ tùng, Hóa chất",1
" “Giá vàng đã giảm từ 2.000 USD/oz xuống 1.900 USD/oz, và việc này tạo ra nhu cầu mua”, ông Meger nói.Tuy nhiên, quỹ giao dịch hoán đổi (ETF) vàng lớn nhất thế giới SPDR Gold Trust đã bán ròng trong phiên ngày thứ Năm",1
"Sau khi báo cáo lạm phát được công bố, Chủ tịch Fed chi nhánh San Francisco, bà Mary Daly, thể hiện quan điểm thận trọng",-1
"Ngoài ra, VCSC vẫn lạc quan về triển vọng các mảng kinh doanh hàng tiêu dùng hàng đầu và có phạm vi rộng của MSN sẽ được hưởng lợi từ tăng trưởng tiêu dùng dài hạn tại Việt Nam",1
"Đối với mảng kinh doanh phân phối vật liệu xây dựng và nội thất, Công ty tiếp tục mở rộng, củng cố hiệu quả kinh doanh của hệ thống Hoa Sen Home",1
"NGÀY 28/3 MỞ THẦU GÓI THI CÔNG VÀ LẮP ĐẶT THIẾT BỊ NHÀ GA HÀNH KHÁCHTrước đó, tháng 9/2022, ACV đã thực hiện đấu thầu đối với gói thầu thi công xây dựng và lắp đặt thiết bị công trình nhà ga hành khách sân bay Long Thành giai đoạn 1 gói thầu 5.10 với giá trị hơn 35.000 tỷ đồng.Tuy nhiên, đến tháng 12/2022, ACV đã quyết định hủy gói thầu do chỉ có 1 nhà thầu liên danh nộp hồ sơ dự thầu. Trong khi đó, hồ sơ dự thầu của nhà thầu không đáp ứng yêu cầu về kinh nghiệm thực hiện hợp đồng tương tự theo yêu cầu của hồ sơ mời thầu.Ngày 19/1, hồ sơ mời thầu lại đối với gói thầu 5.10 đã được phát hành",0
Biên độ phục hồi giá càng mạnh càng thể hiện khả năng đẩy giá lên của lực cầu bắt đáy. Dĩ nhiên thanh khoản cũng là yếu tố quan trọng,1
" Khả năng Mỹ và châu Âu tiếp tục tăng lãi suất đang hỗ trợ cho tỷ giá USD và Euro, trong khi khả năng Nhật Bản giữ nguyên chính sách tiền tệ siêu lỏng lẻo đặt ra áp lực đối với Yên.Cục Dự trữ Liên bang Mỹ (Fed) sẽ kết thúc cuộc họp chính sách tiền tệ kéo dài 2 ngày vào ngày thứ Tư. Tiếp đó, Ngân hàng Trung ương châu Âu (ECB) sẽ họp vào ngày thứ Năm, và Ngân hàng Trung ương Nhật Bản (BOJ) họp trong hai ngày thứ Năm và thứ Sáu.Đồng Yên đã phục hồi mạnh từ đầu tháng 7 này sau khi trở thành một trong những đồng tiền châu Á mất giá mạnh nhất kể từ đầu năm",-1
" Tổng lượng trái phiếu doanh nghiệp đang lưu hành là 30,9 tỉ USD.Ấn bản mới nhất của báo cáo Giám sát Trái phiếu Châu Á trình bày kết quả của Khảo sát Thanh khoản thị trường trái phiếu AsianBondsOnline năm 2022, trong đó nhận thấy tính thanh khoản chung suy yếu trong năm ngoái. Những người trả lời khảo sát cũng lưu ý sự cần thiết phải phát triển các công cụ phòng ngừa rủi ro cho thị trường trái phiếu.",-1
"Theo dữ liệu trên HNX, phiên 12/4, có hơn 6,5 triệu cổ phiếu IDP được giao dịch thỏa thuận với giá hơn 1.685 tỷ đồng, tương đương giá giao dịch trung bình là 257.600 đồng/cp.Đáng chú ý, khối ngoại đã mua vào 5,3 triệu cổ phiếu IDP, đúng bằng với số cổ phiếu Daytona Investments Pte",-1
"Công ty Cổ phần Tập đoàn Hoa Sen (mã HSG-HOSE) báo cáo thay đổi về sở hữu không còn là cổ đông lớn của nhóm nhà đầu tư nước ngoài.Theo đó, nhóm quỹ Dragon Capital đã bán ròng 1,75 triệu cổ phiếu HSG của trong phiên giao dịch 25/5 - trong đó, quỹ thành viên Amersham Industries Limited bán 250.000 cổ phiếu; Vietnam Enterprise Investments Limited bán 500.000 cổ phiếu; Wareham Group Limited bán 1 triệu cổ phiếu.Sau giao dịch, lượng cổ phiếu HSG mà nhóm quỹ ngoại này nắm giữ giảm từ 30,6 triệu cổ phiếu. chiếm 5,1% xuống còn 28,85 triệu cổ phiếu, chiếm 4,8%",-1
" Sinh con rồi ở nhà làm nội trợ không bao giờ là một mục tiêu của nữ giới. Điều này thậm chí không xuất hiện trong tầm ngắm của hầu hết phụ nữ”, ông Xie nói.Theo ông Xie, do phụ nữ ngày càng có trình độ cao hơn và có khả năng thăng tiến ở nơi làm việc, họ kỳ vọng chồng mình phải có thu nhập tốt hơn.Năm 2020, sinh viên nữ chiếm gần 42% đăng ký nghiên cứu sinh ở bậc tiến sĩ và tỷ lệ nữ giới đăng ký học bậc thạc sĩ cao hơn đáng kể so với nam giới, theo dữ liệu của Statista",1
Với giả định rằng sản lượng xuất khẩu sẽ phục hồi đáng kể hơn trong nửa cuối năm 2023 do niềm tin của người tiêu dùng tại các thị trường quốc tế chính như Mỹ đang có vẻ mạnh mẽ hơn dự kiến trước đây,1
" Top bán ròng có MWG, HPG, TCB, VHM, PVD, DGC, LPB, FUEVFVND, TPB, VNM. Giá trị mua ròng lớn nhất là nhóm Hàng & Dịch vụ Công nghiệp. Top mua ròng có MSN, HAH, VIB, VND, GEX, VCI, SSI, VPB, SAB, PLX.Ở chiều ngược lại, nhà đầu tư nước ngoài mua ròng 124,3 tỷ đồng, tính riêng giao dịch khớp lệnh thì nhóm này mua ròng 84,6 tỷ đồng",1
Khoảng cách thu nhập này lớn gấp đôi mức bình quân ở các nền kinh tế phát triển.Nội dung bài viết được đăng tải trên Tạp chí Kinh tế Việt Nam số 11-2023 phát hành ngày 13-03-2023. Kính mời Quý độc giả tìm đọc tại đây: https://postenp,0
" VND được mua tốt nhất với 72,2 tỷ đồng, SSI +64,2 tỷ, STB +37,2 tỷ, VRE +27,4 tỷ, HDG +21,7 tỷ. Phía bán có NLG -18,4 tỷ, TV2 -16,9 tỷ, VCB -15,6 tỷ, DPM -15,2 tỷ",0
"VN30 lên chậm nên trading F1 hôm nay khó.Với quán tính hôm nay và ngày mai đáo hạn, thị trường cơ sở có thể tiếp tục tăng nhưng biên độ kém hơn",0
"GIÁ NHIỀU HÀNG HOÁ CƠ BẢN KHÁC GIẢM MẠNHSo với cùng kỳ năm 2022, giá dầu Brent giao sau tại thị trường London hiện đã giảm khoảng 34%, bất chấp nỗ lực cắt giảm sản lượng khai thác dầu của Tổ chức Các nước xuất khẩu dầu lửa (OPEC) và đồng minh gồm Nga, thường gọi là nhóm OPEC+. Trong một báo cáo vào tuần vừa rồi, Morgan Stanley đã cắt giảm dự báo giá dầu, cho rằng thị trường dầu toàn cầu sẽ dư cung trong nửa đầu năm 2024, vì nguồn cung dầu ngoài OPEC sẽ tăng nhanh hơn so với nhu cầu trong năm tới.Morgan Stanley giảm dự báo giá dầu Brent trong quý 3 năm nay về 75 USD/thùng từ mức 77,5 USD/thùng trước đó và dự báo cho quý 4 về 70 USD/thùng từ 75 USD/thùng. Dự báo giá dầu Brent năm 2024 cũng được Morgan Stanley cắt giảm 5 USD mỗi thùng, còn 70 USD/thùng trong quý 1; 72,5 USD/thùng trong quý 2; 75 USD/thùng trong quý 3; và 80 USD/thùng trong quý 4.Nội dung bài viết được đăng tải trên Tạp chí Kinh tế Việt Nam số 28-2023 phát hành ngày 10-07-2023. Kính mời Quý độc giả tìm đọc tại đây: https://postenp",0
Tăng trưởng kinh tế chậm hơn dự kiến của các đối tác thương mại lớn sẽ tác động tiêu cực hơn đến xuất khẩu của Việt Nam.  Kịch bản tăng trưởng xuất khẩu dựa trên giả định kinh tế Mỹ tránh được suy thoái trong năm 2023. Trong trường hợp kinh tế Mỹ rơi vào suy thoái thì xuất khẩu và tăng trưởng GDP của Việt Nam trong năm 2023 sẽ bị tác động xấu hơn.,-1
"Chốt phiên, chỉ số Dow Jones tăng 154,09 điểm, tương đương tăng 0,47%, đạt 33.062,36 điểm. S&P 500 tăng 0,99%, đạt 4.221,09 điểm",1
" Hotline: 1900 5888 66.Công ty Cổ phần Chứng khoán Ngân hàng Công thương Việt NamĐịa chỉ: Trụ sở chính: 306 Bà Triệu, phường Lê Đại Hành, quận Hai Bà Trưng, Hà Nội",0
